Solvent,Temperature (°C),Solubility (%),Polymer
"1,1-diethoxyethane",110,20.35085375,LDPE
"1,1-diethoxyethane",105,15.281763,LDPE
"1,1-diethoxyethane",100,11.42451061,LDPE
"1,1-diethoxyethane",95,8.49887426,LDPE
"1,1-diethoxyethane",90,6.2872847,LDPE
"1,1-diethoxyethane",85,4.62214142,LDPE
"1,1-diethoxyethane",80,3.37445249,LDPE
"1,1-diethoxyethane",75,2.44486066,LDPE
"1,1-diethoxyethane",70,1.75677437,LDPE
"1,1-diethoxyethane",65,1.25117561,LDPE
"1,1-diethoxyethane",60,0.88266596,LDPE
"1,1-diethoxyethane",55,0.61643711,LDPE
"1,1-diethoxyethane",50,0.42592592,LDPE
"1,1-diethoxyethane",45,0.29098305,LDPE
"1,1-diethoxyethane",40,0.19643519,LDPE
"1,1-diethoxyethane",35,0.13095134,LDPE
"1,1-diethoxyethane",30,0.08614884,LDPE
"1,1-diethoxyethane",25,0.05588997,LDPE
"1,1-difluoroethane",160,99.9947282,LDPE
"1,1-difluoroethane",155,99.9923707,LDPE
"1,1-difluoroethane",150,99.98893993,LDPE
"1,1-difluoroethane",145,99.9839503,LDPE
"1,1-difluoroethane",140,96.90562557,LDPE
"1,1-difluoroethane",135,85.01062473,LDPE
"1,1-difluoroethane",130,70.67760492,LDPE
"1,1-difluoroethane",125,53.39662913,LDPE
"1,1-difluoroethane",120,35.34749575,LDPE
"1,1-difluoroethane",115,22.06958551,LDPE
"1,1-difluoroethane",110,14.15461771,LDPE
"1,1-difluoroethane",105,9.38829812,LDPE
"1,1-difluoroethane",100,6.3633436,LDPE
"1,1-difluoroethane",95,4.36468621,LDPE
"1,1-difluoroethane",90,3.00956241,LDPE
"1,1-difluoroethane",85,2.07661176,LDPE
"1,1-difluoroethane",80,1.42918309,LDPE
"1,1-difluoroethane",75,0.97867672,LDPE
"1,1-difluoroethane",70,0.66554751,LDPE
"1,1-difluoroethane",65,0.4487819,LDPE
"1,1-difluoroethane",60,0.29966905,LDPE
"1,1-difluoroethane",55,0.19792793,LDPE
"1,1-difluoroethane",50,0.12917825,LDPE
"1,1-difluoroethane",45,0.08323003,LDPE
"1,1-difluoroethane",40,0.05289202,LDPE
"1,1-difluoroethane",35,0.03312376,LDPE
"1,1-difluoroethane",30,0.02042443,LDPE
"1,1-difluoroethane",25,0.012389,LDPE
"1,1-difluoroethene",160,99.99998528,LDPE
"1,1-difluoroethene",155,99.99998023,LDPE
"1,1-difluoroethene",150,99.99997354,LDPE
"1,1-difluoroethene",145,99.9999646,LDPE
"1,1-difluoroethene",140,97.04645377,LDPE
"1,1-difluoroethene",135,86.54264553,LDPE
"1,1-difluoroethene",130,75.649615,LDPE
"1,1-difluoroethene",125,64.57930769,LDPE
"1,1-difluoroethene",120,53.65414836,LDPE
"1,1-difluoroethene",115,43.29723378,LDPE
"1,1-difluoroethene",110,33.95562839,LDPE
"1,1-difluoroethene",105,25.96797768,LDPE
"1,1-difluoroethene",100,19.46418253,LDPE
"1,1-difluoroethene",95,14.3695955,LDPE
"1,1-difluoroethene",90,10.48683531,LDPE
"1,1-difluoroethene",85,7.58181347,LDPE
