Solvent,Temperature (°C),Solubility (%)
"1,1-dichloropropene",25,0.00013215
"1,1-diethoxyethane",160,4.33404917
"1,1-diethoxyethane",155,3.48616492
"1,1-diethoxyethane",150,2.78591966
"1,1-diethoxyethane",145,2.21188973
"1,1-diethoxyethane",140,1.74470382
"1,1-diethoxyethane",135,1.36714726
"1,1-diethoxyethane",130,1.06414406
"1,1-diethoxyethane",125,0.82265736
"1,1-diethoxyethane",120,0.63153805
"1,1-diethoxyethane",115,0.48134715
"1,1-diethoxyethane",110,0.36416709
"1,1-diethoxyethane",105,0.27341402
"1,1-diethoxyethane",100,0.20365865
"1,1-diethoxyethane",95,0.15046011
"1,1-diethoxyethane",90,0.11021513
"1,1-diethoxyethane",85,0.08002351
"1,1-diethoxyethane",80,0.05757001
"1,1-diethoxyethane",75,0.04102167
"1,1-diethoxyethane",70,0.02893972
"1,1-diethoxyethane",65,0.02020481
"1,1-diethoxyethane",60,0.01395400
"1,1-diethoxyethane",55,0.00952837
"1,1-diethoxyethane",50,0.00642976
"1,1-diethoxyethane",45,0.00428542
"1,1-diethoxyethane",40,0.00281947
"1,1-diethoxyethane",35,0.00183000
"1,1-diethoxyethane",30,0.00117103
"1,1-diethoxyethane",25,0.00073827
"1,1-difluoroethane",160,16.90783321
"1,1-difluoroethane",155,14.19848718
"1,1-difluoroethane",150,11.74600642
"1,1-difluoroethane",145,9.57037080
"1,1-difluoroethane",140,7.68025367
"1,1-difluoroethane",135,6.07235714
"1,1-difluoroethane",130,4.73241555
"1,1-difluoroethane",125,3.63753554
"1,1-difluoroethane",120,2.75926929
"1,1-difluoroethane",115,2.06672818
"1,1-difluoroethane",110,1.52922217
"1,1-difluoroethane",105,1.11813376
"1,1-difluoroethane",100,0.80803247
"1,1-difluoroethane",95,0.57715302
"1,1-difluoroethane",90,0.40741693
"1,1-difluoroethane",85,0.28417217
"1,1-difluoroethane",80,0.19578646
"1,1-difluoroethane",75,0.13318897
"1,1-difluoroethane",70,0.08941917
"1,1-difluoroethane",65,0.05921510
"1,1-difluoroethane",60,0.03865536
"1,1-difluoroethane",55,0.02485843
"1,1-difluoroethane",50,0.01573667
"1,1-difluoroethane",45,0.00979923
"1,1-difluoroethane",40,0.00599728
"1,1-difluoroethane",35,0.00360429
"1,1-difluoroethane",30,0.00212511
"1,1-difluoroethane",25,0.00122804
"1,1-difluoroethene",160,12.90557455
"1,1-difluoroethene",155,10.49142438
"1,1-difluoroethene",150,8.41584703
"1,1-difluoroethene",145,6.66711051
"1,1-difluoroethene",140,5.22082636
"1,1-difluoroethene",135,4.04445030
"1,1-difluoroethene",130,3.10168859
"1,1-difluoroethene",125,2.35604912
"1,1-difluoroethene",120,1.77326685
"1,1-difluoroethene",115,1.32268288
"1,1-difluoroethene",110,0.97781804
"1,1-difluoroethene",105,0.71640668
"1,1-difluoroethene",100,0.52011280
"1,1-difluoroethene",95,0.37408892
"1,1-difluoroethene",90,0.26648120
"1,1-difluoroethene",85,0.18794239
"1,1-difluoroethene",80,0.13118420
"1,1-difluoroethene",75,0.09058413
"1,1-difluoroethene",70,0.06184955
"1,1-difluoroethene",65,0.04173694
"1,1-difluoroethene",60,0.02782127
"1,1-difluoroethene",55,0.01830900
"1,1-difluoroethene",50,0.01188857
"1,1-difluoroethene",45,0.00761210
"1,1-difluoroethene",40,0.00480293
"1,1-difluoroethene",35,0.00298428
"1,1-difluoroethene",30,0.00182469
"1,1-difluoroethene",25,0.00109705
"1,1-dimethoxyethane",160,10.30521415
"1,1-dimethoxyethane",155,8.56132355
"1,1-dimethoxyethane",150,7.04396303
"1,1-dimethoxyethane",145,5.74043929
"1,1-dimethoxyethane",140,4.63448481
"1,1-dimethoxyethane",135,3.70738413
"1,1-dimethoxyethane",130,2.93915431
"1,1-dimethoxyethane",125,2.30959355
"1,1-dimethoxyethane",120,1.79912138
"1,1-dimethoxyethane",115,1.38941272
"1,1-dimethoxyethane",110,1.06380017
"1,1-dimethoxyethane",105,0.80748724
"1,1-dimethoxyethane",100,0.60760816
"1,1-dimethoxyethane",95,0.45317535
"1,1-dimethoxyethane",90,0.33495337
"1,1-dimethoxyethane",85,0.24528866
"1,1-dimethoxyethane",80,0.17792031
"1,1-dimethoxyethane",75,0.12778788
"1,1-dimethoxyethane",70,0.09084754
"1,1-dimethoxyethane",65,0.06390313
"1,1-dimethoxyethane",60,0.04445555
"1,1-dimethoxyethane",55,0.03057156
"1,1-dimethoxyethane",50,0.02077175
"1,1-dimethoxyethane",45,0.01393646
"1,1-dimethoxyethane",40,0.00922778
"1,1-dimethoxyethane",35,0.00602605
"1,1-dimethoxyethane",30,0.00387850
"1,1-dimethoxyethane",25,0.00245853
"1,1-dimethylhydrazine",160,20.93217012
"1,1-dimethylhydrazine",155,18.21076020
"1,1-dimethylhydrazine",150,15.67889448
"1,1-dimethylhydrazine",145,13.35401125
"1,1-dimethylhydrazine",140,11.24852193
"1,1-dimethylhydrazine",135,9.36897197
"1,1-dimethylhydrazine",130,7.71577755
"1,1-dimethylhydrazine",125,6.28332187
"1,1-dimethylhydrazine",120,5.06051281
"1,1-dimethylhydrazine",115,4.03181246
"1,1-dimethylhydrazine",110,3.17856136
"1,1-dimethylhydrazine",105,2.48037816
"1,1-dimethylhydrazine",100,1.91640736
"1,1-dimethylhydrazine",95,1.46639230
"1,1-dimethylhydrazine",90,1.11145563
"1,1-dimethylhydrazine",85,0.83458845
"1,1-dimethylhydrazine",80,0.62089717
"1,1-dimethylhydrazine",75,0.45764840
"1,1-dimethylhydrazine",70,0.33417725
"1,1-dimethylhydrazine",65,0.24170930
"1,1-dimethylhydrazine",60,0.17313828
"1,1-dimethylhydrazine",55,0.12278991
"1,1-dimethylhydrazine",50,0.08619161
"1,1-dimethylhydrazine",45,0.05986057
"1,1-dimethylhydrazine",40,0.04111593
"1,1-dimethylhydrazine",35,0.02791723
"1,1-dimethylhydrazine",30,0.01872871
"1,1-dimethylhydrazine",25,0.01240730
"1,2,3,4-tetramethylbenzene",160,1.92102075
"1,2,3,4-tetramethylbenzene",155,1.49639776
"1,2,3,4-tetramethylbenzene",150,1.15838196
"1,2,3,4-tetramethylbenzene",145,0.89087612
