Solvent,Temperature (°C),Solubility (%)
"1,2,3,4-tetramethylbenzene",35,0.00098593
"1,2,3,4-tetramethylbenzene",30,0.00058643
"1,2,3,4-tetramethylbenzene",25,0.00034266
"1,2,3,5-tetramethylbenzene",160,6.84285190
"1,2,3,5-tetramethylbenzene",155,5.35357800
"1,2,3,5-tetramethylbenzene",150,4.14921484
"1,2,3,5-tetramethylbenzene",145,3.18687803
"1,2,3,5-tetramethylbenzene",140,2.42639056
"1,2,3,5-tetramethylbenzene",135,1.83158422
"1,2,3,5-tetramethylbenzene",130,1.37088141
"1,2,3,5-tetramethylbenzene",125,1.01737346
"1,2,3,5-tetramethylbenzene",120,0.74857980
"1,2,3,5-tetramethylbenzene",115,0.54602861
