polymer,solvent,n_points,n_dropped_100,t_min_c,t_max_c,mk_A,mk_B,mk_C,mk_r2,mk_rmse_lns,mk_mae_pct,mk_rmse_pct,mk_max_err_pct,mk_category,apel_A,apel_B,apel_C,apel_r2,apel_rmse_lns,apel_mae_pct,apel_rmse_pct,apel_max_err_pct,apel_category,delta_r2,winner
PC,glycol,28,0,25.0,160.0,50.88417590496624,-29761.336786317635,2671808.185961258,0.99944162,0.10831148901644755,0.00013471080517573125,0.0004569983917899915,0.002191833616726639,fitted,-252.18871643259263,-54.96853434814648,40.97348717602786,0.99934816,0.11702477777397066,0.0001701567022089571,0.0005819496951982114,0.0028136454006919935,fitted,-9.346e-05,mk
PC,hexane,28,0,25.0,160.0,23.103512441422595,-9163.94156576474,-79356.04831581758,0.99999139,0.008755184536001808,0.008593889523146405,0.025314649071183488,0.12270967644700104,fitted,31.603217509473797,-10020.13644043372,-1.144093194348757,0.99999059,0.009149359102495452,0.00861926535986984,0.02519286767017818,0.12219336530905966,fitted,-8e-07,tie
PC,isopropylamine,27,1,25.0,155.0,-20.977300447106366,21920.64281777661,-4794547.913109796,0.99960136,0.03228440081871756,0.5751555902534808,0.8439483440392731,2.6182809719647935,fitted,537.2646522255063,-32125.52957829161,-75.61941158412505,0.99940383,0.039480930499509494,1.009883982435377,1.594848124980418,5.389669784448174,fitted,-0.00019753,mk
PC,methanol,56,0,25.0,160.0,52.326963353359886,-27162.011795219372,2387296.690247358,0.99996711,0.024494567229174122,0.04264246072191156,0.15280786291869788,0.7690400783503417,fitted,-220.89388152931332,-492.9728799510064,36.961858511207566,0.99992506,0.03697508922013593,0.05751731241271777,0.20336435873030706,1.0167727962947364,fitted,-4.205e-05,mk
PC,methylacetate,28,0,25.0,160.0,-6.174522028860198,10251.805485102757,-2529655.2590046814,0.9999191,0.011255021510652946,0.14510860469675055,0.1946079859205182,0.5588601887469622,fitted,285.44710354829976,-18117.26435358533,-39.47201556257974,0.99984471,0.015593034449504554,0.3629522911670418,0.5816659948041566,2.090484323857993,fitted,-7.439e-05,mk
PC,n-heptane,28,0,25.0,160.0,22.179131275102485,-8886.91687504767,-130311.60738594414,0.99999602,0.005958715995877678,0.003377805367560343,0.00993494133554485,0.04818135502463994,fitted,36.756517053514514,-10325.146409062225,-1.968727695272178,0.99999509,0.00661965647620531,0.0035573610468794927,0.010361857906660095,0.050198841300859165,fitted,-9.3e-07,tie
PC,propanol,28,0,25.0,160.0,36.26373316617724,-15679.698379094021,623104.2145989607,0.99985728,0.045166325715099646,0.2429806679969342,0.8033224653345907,3.9960896205415537,fitted,-32.24581779701082,-8864.747615006503,9.240365281794707,0.99983698,0.04827197481017654,0.24750736733963818,0.8140119605031612,4.050295080156605,fitted,-2.03e-05,mk
PC,propanone,25,3,25.0,145.0,-3.1225076927538518,7146.489425374502,-1739676.4308295392,0.99986889,0.009305427692429862,0.22621507173411792,0.3217458186837814,1.0411931099358256,fitted,202.91603330053312,-12636.960679909576,-27.948037624304373,0.99956729,0.016904843755309776,0.3967793189408667,0.557109197602968,1.7942030130848892,fitted,-0.0003016,mk
PC,propyleneglycol,28,0,25.0,160.0,41.94646942076289,-22068.365994429296,1529422.246670911,0.99998221,0.01764729701802299,0.001043869414155682,0.003403190897730056,0.016293935887178257,fitted,-132.81872646663862,-4997.0886106591215,23.63987308944727,0.9999609,0.026163140028764225,0.0014344195711645659,0.004699887334054048,0.02259645092923923,fitted,-2.131e-05,mk
PC,tert-butanol,28,0,25.0,160.0,30.42032999090321,-11859.800606940109,86777.82594028229,0.99979039,0.051114584738866306,0.32414429487760005,1.014302833618306,4.983486410303247,fitted,24.108882610567683,-11078.778602007515,0.8179997852008246,0.99978749,0.051467244737728714,0.31501149554729135,0.9812259667927636,4.827745282326202,fitted,-2.9e-06,tie
