Name,solvent_SMILES,CAS,G-score prediction,G-score prediction uncertainty,Relative Energy Difference (RED),Source
γ-Muurolene,CC1=C[C@H]2[C@@H](CC1)C(=C)CC[C@@H]2C(C)C,30021-74-0,6.044,1.118,0.8849435010213925,low-fidelity RED
γ-Himachalene,CC1=C[C@H]2[C@@H](CC1)C(=CCCC2(C)C)C,53111-25-4,5.342,1.374,0.7689278249614843,low-fidelity RED
Delta-2-Carene,CC1=C[C@H]2[C@H](C2(C)C)CC1,4497-92-1,5.652,1.114,0.9766012492312298,low-fidelity RED
γ-Cadinene,CC1=C[C@H]2[C@H](CC1)C(=C)CC[C@@H]2C(C)C,39029-41-9,6.044,1.118,0.8849435010213925,low-fidelity RED
Delta-Selinene,CC1=C2C=C(CCC2(CCC1)C)C(C)C,28624-23-9,5.066,1.333,0.7770135133960016,low-fidelity RED
β-Maaliene,CC1=C2C3C(C3(C)C)CCC2(CCC1)C,489-29-2,5.535,1.261,0.7766112283504534,low-fidelity RED
Trimethylbenzene,CC1=CC(=C(C=C1)C)C,95-63-6,5.784,0.934,0.40620192023179763,high-fidelity RED
"8-Tert-Butyl-4,6-Dimethyl Coumarin",CC1=CC(=C2C(=C1)C(=CC(=O)O2)C)C(C)(C)C,17874-34-9,6.956,1.253,0.8325412902673356,low-fidelity RED
Labdanum Ethanone,CC1=CC(=CC(=C1C(=O)C)C)C(C)(C)C,2040-10-0,6.606,0.9607,0.9804335775563787,low-fidelity RED
Mesitylene,CC1=CC(C)=CC(C)=C1,108-67-8,6.229,0.7325,0.430116263352131,high-fidelity RED
"1,3,5-Trimethyl-2-Ethylbenzene",CC1=CC(C)=CC(C)=C1CC,3982-67-0,6.58,0.947,0.5640257086339239,low-fidelity RED
m-Xylene,CC1=CC(C)=CC=C1,108-38-3,6.164,0.8387,0.6133922073192646,low-fidelity RED
"2,3-Dimethylnaphthalene",CC1=CC(C=CC=C2)=C2C=C1C,581-40-8,6.806,0.9768,0.792543374207368,low-fidelity RED
"3,3'-Dimethylbiphenyl",CC1=CC(C2=CC(C)=CC=C2)=CC=C1,612-75-9,6.147,0.811,0.4981214711292823,low-fidelity RED
3-Methylbiphenyl,CC1=CC(C2=CC=CC=C2)=CC=C1,643-93-6,6.047,0.7897,0.5678908345800273,low-fidelity RED
m-Chlorotoluene,CC1=CC(Cl)=CC=C1,108-41-8,5.589,0.9612,0.8158584436040363,low-fidelity RED
m-Fluorotoluene,CC1=CC(F)=CC=C1,352-70-5,5.363,0.9393,0.9414085191881362,low-fidelity RED
m-Iodotoluene,CC1=CC(I)=CC=C1,625-95-6,6.147,0.811,0.9974968671630005,low-fidelity RED
α-Chamigrene,CC1=CC[C]2(CC1)C(=CCCC2(C)C)C,19912-83-5,4.915,1.264,0.7075485849042444,low-fidelity RED
Thujopsene,CC1=CC[C]2(CCCC([C]23[C@H]1C3)(C)C)C,470-40-6,6.283,1.212,0.8019507466172714,low-fidelity RED
α-Zingiberene,CC1=CC[C@@H](C=C1)[C@@H](C)CCC=C(C)C,495-60-3,7.351,1.389,0.8370334521391601,low-fidelity RED
β-Bisabolene,CC1=CC[C@@H](CC1)C(=C)CCC=C(C)C,495-61-4,6.626,1.179,0.9013878188659973,low-fidelity RED
β-Cadinene,CC1=CC[C@@H]2[C@@H](C1)[C@@H](CC=C2C)C(C)C,523-47-7,6.061,1.26,0.9529559276272945,low-fidelity RED
Bisabolene,CC1=CC/C(=C(/C)\CCC=C(C)C)/CC1,495-62-5,7.366,1.306,0.8295330011518522,low-fidelity RED
Xylene,CC1=CC=C(C)C=C1,106-42-3,5.859,0.7046,0.5460082416960378,low-fidelity RED
(+)-Cuparene,CC1=CC=C(C=C1)[C]2(CCCC2(C)C)C,16982-00-6,5.801,1.194,0.6800735254367721,low-fidelity RED
Ar-Curcumene,CC1=CC=C(C=C1)[C@H](C)CCC=C(C)C,4176-17-4,7.258,1.102,0.7180703308172536,low-fidelity RED
"4',4'-Dimethyldiphenylmethane",CC1=CC=C(C=C1)CC(C=C2)=CC=C2C,4957-14-6,6.32,0.9781,0.8429857650043683,low-fidelity RED
Para-Menthatriene,CC1=CC=C(CC1)C(=C)C,18368-95-1,6.305,1.115,0.9848857801796104,low-fidelity RED
4-Methyldiphenylmethane,CC1=CC=C(CC2=CC=CC=C2)C=C1,620-83-7,6.238,1.042,0.7322909257938407,low-fidelity RED
p-n-Butyltoluene,CC1=CC=C(CCCC)C=C1,1595-05-7,6.165,0.9475,0.5595757321399848,high-fidelity RED
Cycloionone,CC1=CC=C2C(CCCC2(O1)C)(C)C,5552-30-7,5.78,1.217,0.9394147114027963,low-fidelity RED
"2,3-Dimethylstyrene",CC1=CC=CC(=C1C)C=C,40243-75-2,6.117,1.27,0.8280247580839593,low-fidelity RED
Toluene,CC1=CC=CC=C1,108-88-3,5.959,0.7249,0.4031128874149271,high-fidelity RED
2-Vinyl Toluene,CC1=CC=CC=C1C=C,611-15-4,6.222,1.083,0.524404424085076,high-fidelity RED
Dehydro-Ar-Ionene,CC1=CC2=C(C=C1)C(CC=C2)(C)C,30364-38-6,5.884,1.085,0.6878408246098802,low-fidelity RED
α-Ionene,CC1=CC2=C(C=C1)C(CCC2)(C)C,475-03-6,5.675,1.228,0.6538348415311009,low-fidelity RED
Cadalene,CC1=CC2=C(C=CC(=C2C=C1)C)C(C)C,483-78-3,6.1,1.283,0.9842509842514764,low-fidelity RED
β-Himachalene,CC1=CC2C(=C(CCCC2(C)C)C)CC1,1461-03-6,5.755,1.441,0.8234834546000303,low-fidelity RED
α-Amorphene,CC1=CC2C(CC1)C(=CCC2C(C)C)C,483-75-0,5.697,1.209,0.8444672877027258,low-fidelity RED
Delta-Cadinene,CC1=CC2C(CCC(=C2CC1)C)C(C)C,483-76-1,6.02,1.343,0.7782191208136684,low-fidelity RED
α-Calacorene,CC1=CCC(C2=C1C=CC(=C2)C)C(C)C,21391-99-1,6.318,1.201,0.6523994175349935,low-fidelity RED
(Z)-α-Bisabolene,CC1=CCC(CC1)/C(=C\CC=C(C)C)/C,29837-07-8,6.372,1.174,0.7766112283504526,low-fidelity RED
d-Limonene,CC1=CCC(CC1)C(=C)C,5989-27-5,5.587,0.712,0.9450529085717897,high-fidelity RED
α-Bisabolene,CC1=CCC(CC1)C(=CCC=C(C)C)C,17627-44-0,6.372,1.174,0.7766112283504526,low-fidelity RED
"Selina-3,7(11)-Diene",CC1=CCC[C]2([C@H]1CC(=C(C)C)CC2)C,6813-21-4,6.642,1.28,0.6726812023536851,low-fidelity RED
α-Thujene,CC1=CCC2(C1C2)C(C)C,5/2/67 0:00,6.585,1.199,0.9394147114027965,low-fidelity RED
β-Chamigrene,CC1=CCC2(CC1)C(=C)CCCC2(C)C,18431-82-8,4.891,1.286,0.8370334521391603,low-fidelity RED
Daucene,CC1=CCC2(CCC(=C2CC1)C(C)C)C,16661-00-0,6.162,1.345,0.7284401142166724,low-fidelity RED
2-Pinene (dl),CC1=CCC2C(C1C2)(C)C,80-56-8,6.024,1.13,0.9168560410446125,high-fidelity RED
α-Ylangene,CC1=CCC2C3C1[C]2(CCC3C(C)C)C,14912-44-8,6.301,1.325,0.854766049863937,low-fidelity RED
α-Copaene,CC1=CCC2C3C1C2(CCC3C(C)C)C,3856-25-5,6.301,1.325,0.854766049863937,low-fidelity RED
α-Longipinene,CC1=CCC2C3C1C2(CCCC3(C)C)C,8/2/89 0:00,6.014,1.322,0.907606743033567,low-fidelity RED
α-Bergamotene,CC1=CCC2CC1C2(C)CCC=C(C)C,17699-05-7,7.303,1.302,0.8038967595406757,low-fidelity RED
Caryophyllene,CC1=CCCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,87-44-5,5.554,1.16,0.8919781387455633,low-fidelity RED
Methyl Ionyl Acetate,CC1=CCCC(C1\C=C(/C)\C(C)OC(=O)C)(C)C,68555-61-3,7.346,1.427,0.9604686356149265,low-fidelity RED
α-Selinene,CC1=CCCC2(C1CC(CC2)C(=C)C)C,473-13-2,6.725,1.276,0.7697402159170315,low-fidelity RED
1-Methylcyclohexene,CC1=CCCCC1,591-49-1,5.615,1.077,0.9698582370635404,low-fidelity RED
"1-Methylbicyclo(3,1,0)Hexane",CC12CC2CCC1,4625-24-5,4.751,1.062,0.8054501846793495,low-fidelity RED
4A-Methyl-Trans-Decahydronaphthalene,CC12CCCCC1CCCC2,2547-27-5,5.281,1.002,0.8881159834165805,low-fidelity RED
1-Methylindene,CC1C(C=CC=C2)=C2C=C1,767-59-9,6.419,1.037,0.7652613932506986,low-fidelity RED
Musk Methyl Ketone,CC1C(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)C(C)C,68140-48-7,7.356,1.306,0.8514693182963199,low-fidelity RED
Musk Indane,CC1C(C2=C(C1(C)C)C=C(C(=C2)C)C(=O)C)(C)C,15323-35-0,6.791,1.177,0.8444672877027266,low-fidelity RED
Magnolia Indene,CC1C2CC3=CC=CC=C3C2OC(O1)C,27606-09-3,6.61,1.017,0.9737171047075224,low-fidelity RED
Geranium Pyran,CC1CC(=C)CC(O1)C2=CC=CC=C2,30310-41-9,6.045,1.124,0.9303897032964191,low-fidelity RED
Vetiveryl Acetate,CC1CC(C=C(C2C1CC(=C(C)C)C2)C)OC(=O)C,62563-80-8,7.78,1.337,0.9581883948368395,low-fidelity RED
Musk Tetralin,CC1CC(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)(C)C,21145-77-7,6.892,1.271,0.8204419540710963,low-fidelity RED
Cascarilladiene,CC1CC(C2=CC(=CCC12C)C)C(C)C,59742-39-1,6.334,1.435,0.8492643875731505,low-fidelity RED
Rhubarb Furan,CC1CC(CO1)(C)C2=CC=CC=C2,82461-14-1,6.357,1.035,0.9144670579085936,low-fidelity RED
γ-Calacorene,CC1CC=C(C2=C1C=CC(=C2)C)C(C)C,24048-45-1,6.595,1.099,0.6523994175349935,low-fidelity RED
2-Ethyl-7-Methylnapthalene,Cc1cc2cc(ccc2cc1)CC,a7716,6.53,1.142,0.5361902647381805,low-fidelity RED
Isoterpinolene,CC1CCC(=C(C)C)C=C1,586-63-0,6.293,1.225,0.8989577298182592,low-fidelity RED
Guaiene,CC1CCC(=C(C)C)CC2=C1CCC2C,88-84-6,7.082,1.235,0.7794228634059936,low-fidelity RED
Laevo-Menthyl Phenyl Acetate,CC1CCC(C(C1)OC(=O)CC2=CC=CC=C2)C(C)C,26171-78-8,8.528,1.513,0.8753570700005796,low-fidelity RED
Bicyclosesquiphellandrene,CC1CCC(C2=CC(=C)CCC12)C(C)C,54324-03-7,6.13,1.371,0.8849435010213925,low-fidelity RED
(-)-α-Cubebene,CC1CCC(C2C13C2C(=CC3)C)C(C)C,17699-14-8,6.529,1.362,0.854766049863937,low-fidelity RED
α-Guaiene,CC1CCC(CC2=C1CCC2C)C(=C)C,12/1/91 0:00,6.135,1.29,0.8638576271585489,low-fidelity RED
Guaiyl Acetate,CC1CCC(CC2=C1CCC2C)C(C)(C)OC(=O)C,134-28-1,6.985,1.257,0.9915266007525962,low-fidelity RED
Valencene,CC1CCC=C2C1(CC(CC2)C(=C)C)C,7/3/30 0:00,5.791,1.413,0.7697402159170315,low-fidelity RED
Seychellene,CC1CCC2(C(=C)C3CCC2(C1C3)C)C,20085-93-2,5.644,1.105,0.8411301920630361,low-fidelity RED
Theaspirane,CC1CCC2(O1)C(=CCCC2(C)C)C,36431-72-8,6.036,1.315,0.946374661537385,low-fidelity RED
β-Patchoulene,CC1CCC2=C1CC3CCC2(C3(C)C)C,514-51-2,6.127,1.2,0.7280109889280512,low-fidelity RED
α-Patchoulene,CC1CCC23[C@H]1CC(C2(C)C)CC=C3C,560-32-7,5.523,1.213,0.8444672877027258,low-fidelity RED
β-Cedrene,CC1CCC2C13CCC(=C)C(C3)C2(C)C,546-28-1,6.405,1.295,0.8958236433584456,low-fidelity RED
Grapefruit Menthane,CC1CCC2CC1SC2(C)C,68398-18-5,5.49,1.078,0.9711462299777507,low-fidelity RED
2-Methyl-Trans-Decahydronaphthalene,CC1CCCC2C1CCCC2,4683-94-7,5.623,0.9983,0.9740379869389075,low-fidelity RED
Rose Pyran,CC1CCOC(C1)C2=CC=CC=C2,94201-73-7,5.878,0.9482,0.9594920531197739,low-fidelity RED
Woody Dioxolane,CC1COC(O1)(C)C2=CC3=C(C=C2)C(CCC3(C)C)(C)C,131812-51-6,6.789,1.227,0.8139410298049845,low-fidelity RED
Galaxolide,CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C,1222-05-5,6.072,1.286,0.7369701486491831,low-fidelity RED
β-Carotene,CC2(C)CCCC(\C)=C2\C=C\C(\C)=C\C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(/C)  \C=C\C1=C(/C)CCCC1(C)C,7235-40-7,6.264,1.632,0.4038873605350875,low-fidelity RED
2-Methyldiphenylmethane,CC2=C(C=CC=C2)CC1=CC=CC=C1,713-36-0,5.952,1.092,0.5905505905508859,low-fidelity RED
"2,6-Dimethylnaphthalene",CC2=CC1=CC=C(C)C=C1C=C2,581-42-0,6.492,0.9284,0.792543374207368,low-fidelity RED
"1,2,3-Trimethylindene",CC2C(C)=C(C)C1=CC=CC=C12,4773-83-5,6.415,1.047,0.52021630116712,low-fidelity RED
Tricyclene,CC3(C)C1CC2C(C23C)C1,508-32-7,5.301,0.9006,0.9013878188659973,high-fidelity RED
Nerolidyl Propionate,CCC(=O)OC(C)(CCC=C(C)CCC=C(C)C)C=C,7149-34-0,6.556,1.171,0.9685685313905245,low-fidelity RED
Estriol,CCC(=O)OC1CC2C3CCC4=C(C3CCC2(C1OC(=O)CC)C)C=CC(=C4)OC(=O)CC,2236-31-9,7.902,1.561,0.9572094859538322,low-fidelity RED
Pentaethylbenzene,CCC(C(CC)=C1CC)=C(C(CC)=C1)CC,605-01-6,6.494,1.098,0.8792752697534485,low-fidelity RED
Tea Acetate,CCC(C)(CCC1=CC=CC=C1)OC(=O)C,72007-81-9,7.513,1.198,0.9486832980505133,low-fidelity RED
Butyl Quinoline,CCC(C)C1=CC=CC2=C1N=CC=C2,67634-06-4,7.261,1.18,0.9290452088031023,low-fidelity RED
Isobutyl Quinoline,CCC(C)C1=CC2=C(C=C1)N=CC=C2,65442-31-1,6.612,1.317,0.9290452088031023,low-fidelity RED
1-Phenyl-2-Methylbutane,CCC(C)CC1=CC=CC=C1,3968-85-2,6.408,0.9418,0.7733854149129002,low-fidelity RED
sec-Butyl-3-Methyl But-2-Ene Thioate,CCC(C)SC(=O)C=C(C)C,34322-09-3,6.294,1.17,0.9182183836103479,low-fidelity RED
2-Ethyl-p-Xylene,CCC(C=C1C)=C(C=C1)C,1758-88-9,6.166,1.046,0.8162413858657248,low-fidelity RED
4-Ethylbiphenyl,CCC(C=C2)=CC=C2C1=CC=CC=C1,5707-44-8,6.147,0.9841,0.6670832032063168,low-fidelity RED
4-Ethyl-M-Xylene,CCC(C=CC(C)=C1)=C1C,874-41-9,6.37,1.011,0.8162413858657248,low-fidelity RED
o-Ethyltoluene,CCC(C=CC=C1)=C1C,611-14-3,6.346,1.023,0.7106335201775945,low-fidelity RED
3-Phenylpentane,CCC(C1=CC=CC=C1)CC,1196-58-3,6.295,0.9304,0.8533024082938007,low-fidelity RED
"1,1-Diphenylpropane",CCC(C2=CC=CC=C2)C1=CC=CC=C1,1530-03-6,6.376,0.9811,0.45069390943299836,low-fidelity RED
3-Ethyl-O-Xylene,CCC1=C(C)C(C)=CC=C1,933-98-2,6.381,1.176,0.8162413858657248,low-fidelity RED
2-Ethyl-M-Xylene,CCC1=C(C)C=CC=C1C,4/4/70 0:00,6.253,1.029,0.8162413858657248,low-fidelity RED
1-Ethylnaphthalene,CCC1=C(C=CC=C2)C2=CC=C1,1127-76-0,7.047,1.056,0.9045026257562774,low-fidelity RED
2-Ethylbiphenyl,CCC1=C(C2=CC=CC=C2)C=CC=C1,1812-51-7,6.685,0.9066,0.5550900827793632,low-fidelity RED
"1,2,4-Triethylbenzene",CCC1=C(CC)C=C(CC)C=C1,877-44-1,6.704,1.122,0.8370334521391601,low-fidelity RED
4-Ethyl-O-Xylene,CCC1=CC(C)=C(C)C=C1,934-80-5,6.27,1.097,0.8162413858657248,low-fidelity RED
5-Ethyl-M-Xylene,CCC1=CC(C)=CC(C)=C1,934-74-7,6.428,0.9966,0.8162413858657248,low-fidelity RED
m-Ethyltoluene,CCC1=CC(C)=CC=C1,620-14-4,6.439,1.091,0.6604922406811444,low-fidelity RED
2-Ethylnaphthalene,CCC1=CC(C=CC=C2)=C2C=C1,939-27-5,6.961,1.126,0.9045026257562774,low-fidelity RED
"1-Methyl-3,5-Diethylbenzene",CCC1=CC(CC)=CC(C)=C1,2050-24-0,6.462,1.049,0.8143248737451165,low-fidelity RED
"1,3,5-Triethylbenzene",CCC1=CC(CC)=CC(CC)=C1,102-25-0,6.066,0.9997,0.8370334521391601,low-fidelity RED
1-Ethyl-3-Isopropylbenzene,CCC1=CC=C(C(C)C)C=C1,4920-99-4,6.368,1.044,0.7988272654335227,low-fidelity RED
"1-Methyl-2,4-Diethylbenzene",CCC1=CC=C(C)C(CC)=C1,1758-85-6,6.424,1.179,0.8143248737451165,low-fidelity RED
p-Ethyltoluene,CCC1=CC=C(C)C=C1,622-96-8,6.183,0.9784,0.809706737035082,low-fidelity RED
p-Diethyl Benzene,CCC1=CC=C(C=C1)CC,105-05-5,6.324,0.9617,0.4031128874149271,high-fidelity RED
"1-Methyl-2,5-Diethylbenzene",CCC1=CC=C(CC)C=C1C,13632-94-5,6.685,1.115,0.8143248737451165,low-fidelity RED
4-Ethyldiphenylmethane,CCC1=CC=C(CC2=CC=CC=C2)C=C1,620-85-9,6.214,1.083,0.6393355926272211,low-fidelity RED
1-Chloro-4-Ethylbenzene,CCC1=CC=C(Cl)C=C1,622-98-0,5.82,1.062,0.9486832980505139,low-fidelity RED
3-Ethylbiphenyl,CCC1=CC=CC(C2=CC=CC=C2)=C1,5668-93-9,6.185,0.9778,0.455521678957215,low-fidelity RED
m-Diethylbenzene,CCC1=CC=CC(CC)=C1,141-93-5,6.333,1.052,0.690108687092113,low-fidelity RED
Ethyl Benzene,CCC1=CC=CC=C1,100-41-4,6.102,0.9223,0.36742346141747584,high-fidelity RED
"1,2-Diethyl Benzene",CCC1=CC=CC=C1CC,135-01-3,6.641,0.9016,0.4308421984903519,high-fidelity RED
Versalide,CCC1=CC2=C(C=C1C(=O)C)C(CCC2(C)C)(C)C,88-29-9,7.089,1.226,0.8605957239029246,low-fidelity RED
"3-Ethyl-2,5-Dimethylthiophene",CCc1cc(C)sc1C,55735-23-4,6.138,1.078,0.9698582370635411,low-fidelity RED
2-Ethyldiphenylmethane,CCC2=C(C=CC=C2)CC1=CC=CC=C1,28122-25-0,6.262,1.108,0.5297405025104273,low-fidelity RED
2-Methyl-6-Ethylnaphthalene,CCC2=CC1=C(C=C2)C=C(C)C=C1,7372-86-3,6.81,1.14,0.5361902647381805,low-fidelity RED
Guaiyl Butyrate,CCCC(=O)OC(C)(C)[C@@H]1CC[C@@H](C2=C(C1)[C@H](CC2)C)C,73003-91-5,7.256,1.304,0.9688911187538047,low-fidelity RED
Santalyl Butyrate,CCCC(=O)OC/C(=C/CCC1(C2CC3C1(C3C2)C)C)/C,67633-99-2,7.218,1.209,0.8692669325356844,low-fidelity RED
"1,1-Diphenylbutane",CCCC(C2=CC=CC=C2)C1=CC=CC=C1,719-79-9,6.007,0.9922,0.40311288741492746,low-fidelity RED
1-Methyl-3-Propylbenzene,CCCC1=CC(C)=CC=C1,1074-43-7,6.349,1.0,0.6194755846681929,low-fidelity RED
1-Methyl-4-Propylbenzene,CCCC1=CC=C(C)C=C1,1074-55-1,6.092,0.8798,0.7483314773547876,low-fidelity RED
Propylbenzene,CCCC1=CC=CC=C1,103-65-1,6.011,0.812,0.7115124735378854,low-fidelity RED
1-Methyl-2-Propylbenzene,CCCC1=CC=CC=C1C,1074-17-5,5.804,0.9853,0.6768493185340437,low-fidelity RED
1-Propylnaphthalene,CCCC2=CC=CC1=CC=CC=C12,2765-18-6,6.538,1.009,0.755810822891549,low-fidelity RED
"1,1-Diphenylpentane",CCCCC(C2=CC=CC=C2)C1=CC=CC=C1,1726-12-1,6.553,1.067,0.4308421984903514,low-fidelity RED
"1,1,1-Trichloropentane",CCCCC(Cl)(Cl)Cl,3922-27-8,4.714,0.8461,0.8477912478906585,low-fidelity RED
Trans-1-Iodo-1-Heptene,CCCCC\C=C\I,60595-37-1,5.494,0.9011,0.8937281465859735,low-fidelity RED
2-Butyl-5-Ethyl Thiophene,CCCCC1=CC=C(S1)CC,54411-06-2,6.196,1.085,0.9113863066779085,low-fidelity RED
3-n-Butyl Toluene,CCCCC1=CC=CC(=C1)C,1595-04-6,6.42,1.065,0.5595757321399848,high-fidelity RED
n-Butylbenzene,CCCCC1=CC=CC=C1,104-51-8,6.084,0.8839,0.5488624600025037,high-fidelity RED
o-n-Butyltoluene,CCCCC1=CC=CC=C1C,1595-11-5,6.096,0.9957,0.4723610906922784,high-fidelity RED
2-Butyl Thiophene,CCCCC1=CC=CS1,1455-20-5,5.899,1.171,0.9836157786452999,low-fidelity RED
3-Butyl Thiophene,CCCCC1=CSC=C1,34722-01-5,6.358,1.03,0.9836157786452999,low-fidelity RED
1-Butylnaphthalene,CCCCC2=CC=CC1=CC=CC=C12,1634-09-9,6.609,1.085,0.6896557112066862,low-fidelity RED
"1,1-Diphenylhexane",CCCCCC(C2=CC=CC=C2)C1=CC=CC=C1,1530-04-7,6.609,1.066,0.4670385423067348,low-fidelity RED
"1,1,1-Trichlorohexane",CCCCCC(Cl)(Cl)Cl,17760-40-6,4.901,0.9067,0.8370334521391603,low-fidelity RED
Pentylbenzene,CCCCCC1=CC=CC=C1,538-68-1,6.311,0.8883,0.7603453162872772,low-fidelity RED
2-Pentyl Thiophene,CCCCCC1=CC=CS1,4861-58-9,6.125,1.176,0.9864709828474423,low-fidelity RED
1-Pentylnaphthalene,CCCCCC2=CC=CC1=CC=CC=C12,1320-27-0,6.835,1.09,0.6123724356957948,low-fidelity RED
2-Hexyl Thiophene,CCCCCCC1=CC=CS1,18794-77-9,6.071,1.181,0.9762812094883315,low-fidelity RED
Heptylbenzene,CCCCCCCC1=CC=CC=C1,1078-71-3,6.257,0.8937,0.8355387483534196,low-fidelity RED
3-Heptyl Thiophene,CCCCCCCC1=CSC=C1,65016-61-7,6.531,1.037,0.9711462299777516,low-fidelity RED
Octylbenzene,CCCCCCCCC1=CC=CC=C1,2189-60-8,6.257,0.8937,0.8280247580839597,low-fidelity RED
2-Octyl Thiophene,CCCCCCCCC1=CC=CS1,880-36-4,6.071,1.181,0.8965210538520547,low-fidelity RED
Nonylbenzene,CCCCCCCCCC1=CC=CC=C1,1081-77-2,6.257,0.8937,0.8280247580839597,low-fidelity RED
Decylbenzene,CCCCCCCCCCC1=CC=CC=C1,104-72-3,6.257,0.8937,0.8735702604828064,low-fidelity RED
"1,1-Diphenyldodecane",CCCCCCCCCCCC(C2=CC=CC=C2)C1=CC=CC=C1,1603-53-8,6.554,1.074,0.6408002808988145,low-fidelity RED
Undecylbenzene,CCCCCCCCCCCC1=CC=CC=C1,6742-54-7,6.257,0.8937,0.9192388155425114,low-fidelity RED
Dodecylbenzene,CCCCCCCCCCCCC1=CC=CC=C1,123-01-3,6.257,0.8937,0.8947765084086636,low-fidelity RED
Tridecylbenzene,CCCCCCCCCCCCCC1=CC=CC=C1,123-02-4,6.257,0.8937,0.8937281465859735,low-fidelity RED
1-Phenyltetradecane,CCCCCCCCCCCCCCC1=CC=CC=C1,1459-10-5,6.257,0.8937,0.9414085191881352,low-fidelity RED
Pentadecylbenzene,CCCCCCCCCCCCCCCC1=CC=CC=C1,2131-18-2,6.257,0.8937,0.9424038412485368,low-fidelity RED
Hexadecylbenzene,CCCCCCCCCCCCCCCCC1=CC=CC=C1,1459-09-2,6.257,0.8937,0.9791578013783062,low-fidelity RED
1-Iodononadecane,CCCCCCCCCCCCCCCCCCCI,62127-51-9,5.42,0.6577,0.9981232388838551,low-fidelity RED
1-Iodooctadecane,CCCCCCCCCCCCCCCCCCI,629-93-6,5.42,0.6577,0.9877373132569193,low-fidelity RED
1-Iodoheptadecane,CCCCCCCCCCCCCCCCCI,26825-83-2,5.42,0.6577,0.9407443861113386,low-fidelity RED
1-Iodohexadecane,CCCCCCCCCCCCCCCCI,544-77-4,5.42,0.6577,0.9424038412485379,low-fidelity RED
1-Iodododecane,CCCCCCCCCCCCI,4292-19-7,5.42,0.6577,0.9437293044088428,low-fidelity RED
1-Iododecane,CCCCCCCCCCI,2050-77-3,5.42,0.6577,0.948024261292927,low-fidelity RED
1-Iodononane,CCCCCCCCCI,4282-42-2,5.42,0.6577,0.9656603957913983,low-fidelity RED
1-Iodooctane,CCCCCCCCI,629-27-6,5.42,0.6577,0.979157801378307,low-fidelity RED
Octyl Cinnamate,CCCCCCCCOC(=O)\C=C\C1=CC=CC=C1,69038-78-4,7.655,1.143,0.988053642268475,low-fidelity RED
"N,N-Diphenylethylamine",CCN(C2=CC=CC=C2)C1=CC=CC=C1,606-99-5,5.824,0.9904,0.8459462157844316,low-fidelity RED
Trichlorophenylsilane,Cl[Si](Cl)(C1=CC=CC=C1)Cl,98-13-5,5.409,0.9159,0.857685839920422,low-fidelity RED
Permethrin,Cl/C(Cl)=C/C3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C,52645-53-1,7.67,1.396,0.7717674520216561,low-fidelity RED
"2,2,4,5,6,7,8,8-Octachloro-2,3,3A,4,7,7A-Hexahydro-4,7-Metha",Cl/C1=C(\Cl)C2(Cl)C(Cl)(Cl)C1(Cl)C3C2CC(Cl)(Cl)C3,5566-34-7,5.383,0.9881,0.8724964183307574,low-fidelity RED
Bifenthrin,Cl\C(=C/C3C(C(=O)OCc2cccc(c1ccccc1)c2C)C3(C)C)C(F)(F)F,82657-04-3,6.324,1.386,0.7369701486491835,low-fidelity RED
"1,6,7,8,9,14,15,16,17,17,18,18-Dodecachloropentacyclo[12.2.1.16,9.02,13.05,10]Octadeca-7,15-Diene",Cl\C2=C(/Cl)C3(Cl)C1CCC4C(CCC1C2(Cl)C3(Cl)Cl)C5(Cl)C(\Cl)=C(\Cl)C4(Cl)C5(Cl)Cl,13560-89-9,5.573,0.9387,0.9182183836103479,low-fidelity RED
Chlorodiphenylmethane,ClC(C2=CC=CC=C2)C1=CC=CC=C1,90-99-3,5.427,0.9098,0.8154753215150046,low-fidelity RED
Benzotrichloride,ClC(Cl)(C1=CC=CC=C1)Cl,98-07-7,4.831,0.9235,0.9899494936611667,high-fidelity RED
"1,1-Dichlorocyclohexane",ClC(Cl)(CCC1)CC1,2108-92-1,4.893,0.9145,0.6538348415311002,low-fidelity RED
"1,1,1-Trichloroheptane",ClC(Cl)(Cl)CCCCCC,3922-26-7,4.848,0.9071,0.7925433742073672,low-fidelity RED
"1,1,1-Trichlorooctane",ClC(Cl)(Cl)CCCCCCC,4905-79-7,4.848,0.9071,0.8200609733428357,low-fidelity RED
"1,1,1-Trichlorodecane",ClC(Cl)(Cl)CCCCCCCCC,62108-56-9,4.848,0.9071,0.7721722605740244,low-fidelity RED
Hexachlorocyclopentadiene,ClC1(C(Cl)=C(Cl)C(Cl)=C1Cl)Cl,77-47-4,5.207,0.86,0.4716990566028301,low-fidelity RED
"2,3,4,5,6-Pentachlorotoluene",ClC1=C(C)C(=C(C(=C1Cl)Cl)Cl)Cl,877-11-2,5.479,0.9102,0.9737171047075235,low-fidelity RED
"1,2,4,5-Tetrachloro-3,6-Dimethylbenzene",ClC1=C(C)C(=C(Cl)C(=C1Cl)C)Cl,877-10-1,5.479,0.9102,0.6828250141873844,low-fidelity RED
